LOC_Os03g41060.1	8-79
LOC_Os12g29605.1	3-113
LOC_Os12g19381.1	32-61
LOC_Os02g47090.1	47-79
LOC_Os02g47090.1	103-120
LOC_Os03g60639.1	190-261
LOC_Os03g60639.1	215-334
LOC_Os03g60639.1	347-370
LOC_Os03g60639.1	387-410
LOC_Os03g60639.1	331-423
LOC_Os07g48200.1	43-195
LOC_Os07g48200.1	30-227
LOC_Os07g48200.2	43-195
LOC_Os07g48200.2	30-227
LOC_Os07g39880.1	35-178
LOC_Os02g27592.1	141-323
LOC_Os02g27592.1	412-531
LOC_Os02g27592.1	516-608
LOC_Os12g41880.1	169-270
LOC_Os12g41880.1	209-274
LOC_Os05g24560.1	138-161
LOC_Os05g24560.1	180-224
LOC_Os02g27592.2	141-323
LOC_Os02g27592.2	412-531
LOC_Os02g27592.2	516-608
LOC_Os12g41880.2	169-270
LOC_Os12g41880.2	209-274
LOC_Os03g17910.1	145-216
LOC_Os03g17910.1	238-303
LOC_Os12g03440.1	32-58
LOC_Os12g03440.1	111-143
LOC_Os12g03440.1	77-160
LOC_Os12g03440.1	130-183
LOC_Os12g03440.1	204-251
LOC_Os12g03440.1	176-259
LOC_Os10g41490.1	60-95
LOC_Os06g38970.1	16-75
LOC_Os06g38970.1	33-107
LOC_Os06g38970.1	114-134
LOC_Os06g38970.1	101-139
LOC_Os02g44108.1	25-42
LOC_Os03g24170.1	8-139
LOC_Os08g08210.1	3-20
LOC_Os10g41490.2	60-95
LOC_Os04g58110.1	23-88
LOC_Os04g58110.1	4-213
LOC_Os05g41630.1	15-35
LOC_Os01g01560.1	27-68
LOC_Os01g01560.1	8-94
LOC_Os01g01560.1	131-217
LOC_Os01g01560.1	70-243
LOC_Os01g01560.1	302-322
LOC_Os01g01560.1	240-377
LOC_Os01g01560.1	250-387
LOC_Os10g41490.3	30-56
LOC_Os10g41490.3	10-63
LOC_Os03g57200.1	16-57
LOC_Os03g57200.1	26-118
LOC_Os03g57200.1	45-122
LOC_Os01g37325.1	32-79
LOC_Os01g37325.1	22-126
LOC_Os01g37325.1	107-193
LOC_Os01g37325.1	132-215
LOC_Os01g37325.1	212-271
LOC_Os01g37325.1	256-294
LOC_Os01g37325.1	294-347
LOC_Os01g37325.1	344-433
LOC_Os01g37325.1	452-478
LOC_Os01g37325.1	438-554
LOC_Os01g37325.1	505-576
LOC_Os01g37325.1	578-598
LOC_Os01g37325.1	601-702
LOC_Os01g37325.1	591-746
LOC_Os01g37325.1	751-792
LOC_Os01g37325.1	737-823
LOC_Os01g37325.1	851-889
LOC_Os01g37325.1	886-948
LOC_Os01g37325.1	952-987
LOC_Os01g37325.1	980-1012
LOC_Os01g37325.1	984-1028
LOC_Os01g37325.1	1016-1054
LOC_Os01g37325.1	1067-1126
LOC_Os01g37325.1	1095-1133
LOC_Os01g37325.1	1139-1156
LOC_Os01g37325.1	1075-1164
LOC_Os01g37325.1	1168-1203
LOC_Os01g37325.1	1191-1232
LOC_Os01g37325.1	1239-1265
LOC_Os01g37325.1	1262-1357
LOC_Os01g37325.1	1284-1370
LOC_Os01g37325.1	1318-1383
LOC_Os01g37325.1	1399-1443
LOC_Os01g37325.1	1421-1456
LOC_Os01g37325.1	1380-1472
LOC_Os01g37325.1	1494-1517
LOC_Os01g37325.1	1520-1561
LOC_Os01g37325.1	1566-1658
LOC_Os01g37325.1	1576-1668
LOC_Os01g37325.1	1655-1699
LOC_Os01g37325.1	1726-1764
LOC_Os01g37325.1	1674-1883
LOC_Os01g37325.1	1781-1924
LOC_Os01g37325.1	1909-1932
LOC_Os01g37325.1	1946-2092
LOC_Os01g37325.1	1929-2099
LOC_Os01g37325.1	2096-2125
LOC_Os01g37325.1	2133-2162
LOC_Os01g37325.1	2163-2213
LOC_Os01g37325.1	2156-2236
LOC_Os01g37325.1	1984-2271
LOC_Os01g37325.1	2299-2328
LOC_Os04g01250.1	11-52
LOC_Os04g01250.1	109-210
LOC_Os08g40290.1	55-225
LOC_Os08g40290.1	222-293
LOC_Os08g40290.1	290-319
LOC_Os08g40290.1	301-468
LOC_Os08g40290.1	508-717
LOC_Os08g40290.1	600-899
LOC_Os08g40290.1	848-910
LOC_Os07g49480.1	7-129
LOC_Os07g49480.1	18-134
LOC_Os07g49480.1	168-194
LOC_Os07g49480.1	11-247
LOC_Os07g49480.1	267-317
LOC_Os04g01250.2	11-52
LOC_Os04g01250.2	109-210
LOC_Os07g49480.2	7-129
LOC_Os07g49480.2	18-134
LOC_Os07g49480.2	168-194
LOC_Os07g49480.2	11-247
LOC_Os07g49480.2	267-317
LOC_Os04g01250.3	11-52
LOC_Os04g01250.3	109-210
LOC_Os05g34160.1	17-37
LOC_Os05g34160.1	82-102
LOC_Os05g34160.1	21-233
LOC_Os05g34160.1	190-267
LOC_Os03g11550.1	180-209
LOC_Os03g11550.2	180-209
LOC_Os01g04900.2	94-243
LOC_Os01g04900.2	65-247
LOC_Os05g51230.1	28-165
LOC_Os05g51230.1	123-209
LOC_Os05g51230.1	56-241
LOC_Os05g51230.1	249-305
LOC_Os01g03870.1	3-80
LOC_Os01g03870.1	82-99
LOC_Os11g04840.1	27-62
LOC_Os01g20940.1	8-46
LOC_Os01g20940.1	87-128
LOC_Os01g20940.1	68-190
LOC_Os03g58480.1	172-246
LOC_Os10g22430.1	130-186
LOC_Os10g22430.1	108-203
LOC_Os10g22430.1	200-244
LOC_Os01g43160.1	26-82
LOC_Os01g43160.1	115-135
LOC_Os01g43160.1	110-160
LOC_Os01g43160.1	166-192
LOC_Os03g05110.1	257-289
LOC_Os03g58480.2	23-58
LOC_Os03g58480.2	1-69
LOC_Os03g58480.2	70-96
LOC_Os03g58480.2	121-168
LOC_Os03g58480.2	42-176
LOC_Os03g58480.2	170-229
LOC_Os03g58480.2	204-275
LOC_Os03g58480.2	235-330
LOC_Os03g58480.2	334-351
LOC_Os03g58480.2	305-379
LOC_Os03g58480.2	360-383
LOC_Os03g58480.2	385-465
LOC_Os03g58480.2	432-482
LOC_Os03g58480.2	449-487
LOC_Os03g58480.2	469-516
LOC_Os03g58480.2	517-540
LOC_Os03g58480.2	509-544
LOC_Os03g58480.2	525-551
LOC_Os10g22430.2	130-186
LOC_Os10g22430.2	108-203
LOC_Os10g22430.2	200-244
LOC_Os03g13274.1	97-120
LOC_Os03g13274.2	1-69
LOC_Os03g13274.2	17-76
LOC_Os03g13274.2	42-98
LOC_Os03g13274.2	105-128
LOC_Os03g13274.2	79-201
LOC_Os03g13274.3	114-134
LOC_Os03g13274.3	95-163
LOC_Os03g13274.3	148-189
LOC_Os03g13274.3	207-242
LOC_Os01g60230.1	130-153
LOC_Os01g60230.1	56-178
LOC_Os03g13274.4	63-83
LOC_Os03g13274.4	44-112
LOC_Os03g13274.4	97-138
LOC_Os01g60230.3	56-142
LOC_Os01g60230.4	61-177
LOC_Os01g60230.4	138-191
LOC_Os01g60230.4	188-211
LOC_Os01g60230.4	339-362
LOC_Os01g60230.4	265-387
LOC_Os03g37984.2	94-159
LOC_Os03g37984.2	146-295
LOC_Os03g37984.2	156-299
LOC_Os01g29430.1	128-160
LOC_Os03g37984.3	24-62
LOC_Os03g37984.3	59-85
LOC_Os01g29430.2	128-160
LOC_Os03g53150.1	95-121
LOC_Os03g53150.1	100-135
LOC_Os07g29390.1	6-59
LOC_Os07g29390.1	53-301
LOC_Os07g29390.1	259-306
LOC_Os03g37984.4	88-153
LOC_Os03g37984.4	140-289
LOC_Os03g37984.4	150-293
LOC_Os03g37984.4	294-320
LOC_Os03g53150.2	35-73
LOC_Os03g53150.2	137-163
LOC_Os03g53150.2	142-177
LOC_Os07g29390.2	257-286
LOC_Os07g29390.2	276-311
LOC_Os07g29390.2	181-405
LOC_Os07g29390.2	308-529
LOC_Os07g29390.2	396-572
LOC_Os07g29390.2	514-588
LOC_Os07g29390.2	595-627
LOC_Os07g29390.2	631-660
LOC_Os07g29390.2	582-722
LOC_Os07g29390.2	653-727
LOC_Os03g37984.5	88-153
LOC_Os03g37984.5	140-292
LOC_Os03g37984.5	150-317
LOC_Os07g29390.3	6-59
LOC_Os07g29390.3	53-295
LOC_Os01g46500.1	8-70
LOC_Os01g46500.1	55-96
LOC_Os01g46500.1	97-120
LOC_Os01g46500.1	295-477
LOC_Os01g46500.1	149-556
LOC_Os01g46500.1	565-645
LOC_Os01g46500.1	584-664
LOC_Os01g46500.1	642-677
LOC_Os01g45470.1	14-31
LOC_Os01g46500.2	8-70
LOC_Os01g46500.2	55-96
LOC_Os01g46500.2	97-120
LOC_Os01g46500.2	295-477
LOC_Os01g46500.2	149-556
LOC_Os01g46500.2	565-645
LOC_Os01g46500.2	584-664
LOC_Os01g46500.2	642-677
LOC_Os06g28480.1	2-79
LOC_Os06g28480.1	167-193
LOC_Os01g46500.3	8-70
LOC_Os01g46500.3	55-96
LOC_Os01g46500.3	97-120
LOC_Os01g46500.3	295-477
LOC_Os01g46500.3	149-556
LOC_Os01g46500.3	565-645
LOC_Os01g46500.3	584-664
LOC_Os01g46500.3	642-677
LOC_Os04g06900.1	4-21
LOC_Os04g06900.1	69-89
LOC_Os04g06900.1	8-112
LOC_Os04g06900.1	91-117
LOC_Os05g31140.1	40-90
LOC_Os01g46500.4	8-70
LOC_Os01g46500.4	55-96
LOC_Os01g46500.4	97-120
LOC_Os01g46500.4	295-477
LOC_Os01g46500.4	149-556
LOC_Os01g46500.4	565-645
LOC_Os01g46500.4	584-664
LOC_Os01g46500.4	642-677
LOC_Os05g31140.2	41-79
LOC_Os05g31140.2	51-116
LOC_Os05g31140.2	158-190
LOC_Os05g31140.2	228-278
LOC_Os05g31140.3	7-57
LOC_Os05g31140.3	72-107
LOC_Os05g31140.3	79-279
LOC_Os05g31140.3	155-286
LOC_Os05g31140.3	295-411
LOC_Os05g31140.3	356-436
LOC_Os05g31140.3	448-465
LOC_Os05g31140.3	550-597
LOC_Os05g31140.3	608-646
LOC_Os05g31140.3	657-692
LOC_Os02g15704.1	70-90
LOC_Os02g15704.1	173-295
LOC_Os02g15704.1	162-305
LOC_Os08g06470.2	3-362
LOC_Os08g06470.2	7-450
LOC_Os08g06470.2	272-562
LOC_Os08g06470.2	544-570
LOC_Os08g06470.2	387-593
LOC_Os08g06470.2	594-638
LOC_Os08g06470.2	587-655
LOC_Os08g06470.2	700-750
LOC_Os08g06470.2	716-769
LOC_Os01g15780.1	139-216
LOC_Os01g15780.1	3-230
LOC_Os01g15780.1	47-277
LOC_Os01g15780.1	416-457
LOC_Os11g01820.1	8-34
LOC_Os11g01820.1	24-65
LOC_Os11g01820.1	53-91
LOC_Os11g01820.1	31-120
LOC_Os06g06080.2	61-90
LOC_Os06g06080.2	159-275
LOC_Os06g06080.2	279-335
LOC_Os06g06080.2	310-351
LOC_Os06g06080.3	22-51
LOC_Os06g06080.3	153-191
LOC_Os06g06080.3	166-210
LOC_Os06g06080.3	228-275
LOC_Os06g06080.3	287-304
LOC_Os06g06080.3	250-330
LOC_Os06g06080.3	327-356
LOC_Os06g06080.3	340-402
LOC_Os06g06080.3	362-424
LOC_Os06g06080.3	421-447
LOC_Os01g55070.1	20-166
LOC_Os08g01140.1	3-89
LOC_Os08g01140.1	115-144
LOC_Os02g07790.1	3-104
LOC_Os02g07790.1	135-221
LOC_Os02g07790.1	20-226
LOC_Os02g07790.1	193-264
LOC_Os02g07790.1	261-287
LOC_Os06g47860.1	8-205
LOC_Os03g25770.1	51-104
LOC_Os01g10450.1	82-111
LOC_Os01g10450.1	41-118
LOC_Os01g10450.1	150-200
LOC_Os01g10450.1	146-274
LOC_Os01g10450.1	283-414
LOC_Os01g10450.1	326-421
LOC_Os01g10450.1	399-425
LOC_Os01g10450.1	500-598
LOC_Os01g10450.1	487-624
LOC_Os01g10450.1	614-634
LOC_Os06g47860.2	8-205
LOC_Os03g25770.2	60-113
LOC_Os04g32540.2	71-121
LOC_Os01g10450.2	88-117
LOC_Os01g10450.2	47-124
LOC_Os01g10450.2	156-206
LOC_Os01g10450.2	152-280
LOC_Os01g10450.2	289-408
LOC_Os01g10450.2	332-415
LOC_Os01g10450.2	393-419
LOC_Os01g10450.2	494-592
LOC_Os01g10450.2	481-618
LOC_Os01g10450.2	608-628
LOC_Os03g50130.2	309-356
LOC_Os03g58800.1	38-64
LOC_Os03g57770.1	30-59
LOC_Os03g57770.1	19-81
LOC_Os03g57770.1	89-160
LOC_Os10g36650.1	79-186
LOC_Os02g02460.1	24-65
LOC_Os02g02460.1	139-204
LOC_Os01g28134.1	23-61
LOC_Os01g28134.1	43-69
LOC_Os01g28134.1	103-162
LOC_Os01g28134.1	33-176
LOC_Os09g17860.1	1-69
LOC_Os09g17860.1	71-88
LOC_Os09g17860.1	99-137
LOC_Os09g17860.1	161-232
LOC_Os09g17860.1	247-273
LOC_Os09g17860.1	233-304
LOC_Os09g17860.1	301-321
LOC_Os10g31320.1	10-27
LOC_Os01g52050.1	69-143
LOC_Os03g14000.1	5-55
LOC_Os10g31320.2	7-24
LOC_Os03g14000.2	5-55
LOC_Os06g35060.1	48-71
LOC_Os06g35060.1	41-127
LOC_Os01g59690.1	165-302
LOC_Os01g59690.1	227-385
LOC_Os01g59690.1	336-404
LOC_Os01g59690.1	103-420
LOC_Os10g01044.1	4-54
LOC_Os01g68010.5	4-117
LOC_Os01g68010.5	124-144
LOC_Os01g68010.5	148-186
LOC_Os01g68010.5	30-233
LOC_Os01g68010.5	170-340
LOC_Os01g68010.5	322-393
LOC_Os01g68010.5	261-437
LOC_Os01g68010.5	441-473
LOC_Os01g68010.5	457-480
LOC_Os01g68010.5	477-506
LOC_Os01g68010.5	464-529
LOC_Os01g68010.5	556-603
LOC_Os01g68010.5	597-617
LOC_Os10g01044.2	4-54
LOC_Os10g01044.3	5-55
LOC_Os10g01044.3	71-298
LOC_Os10g01044.3	130-348
LOC_Os10g01044.3	81-419
LOC_Os10g01044.3	362-466
LOC_Os10g01044.3	473-514
LOC_Os10g01044.3	560-622
LOC_Os09g12530.1	15-32
LOC_Os09g12530.1	34-102
LOC_Os06g06400.1	12-239
LOC_Os06g06400.1	224-265
LOC_Os06g06400.1	91-309
LOC_Os06g06400.1	329-367
LOC_Os06g06400.1	392-412
LOC_Os06g06400.1	270-443
LOC_Os06g06400.1	364-468
LOC_Os06g06400.1	416-490
LOC_Os06g06400.1	459-497
LOC_Os06g06400.1	491-547
LOC_Os06g06400.1	526-567
LOC_Os06g06400.1	531-617
LOC_Os06g06400.1	580-642
LOC_Os06g06400.1	621-650
LOC_Os06g06400.1	554-691
LOC_Os06g06400.1	697-756
LOC_Os06g06400.1	747-767
LOC_Os06g06400.1	737-787
LOC_Os06g06400.1	780-827
LOC_Os06g06400.1	784-852
LOC_Os06g06400.1	806-859
LOC_Os06g06400.1	852-899
LOC_Os06g06400.1	880-915
LOC_Os06g06400.1	943-963
LOC_Os06g06400.1	921-1031
LOC_Os06g06400.1	1003-1104
LOC_Os06g06400.1	1073-1165
LOC_Os06g06400.1	1123-1185
LOC_Os06g06400.1	1107-1190
LOC_Os06g06400.1	1172-1213
LOC_Os06g06400.1	1255-1281
LOC_Os06g06400.1	1262-1288
LOC_Os06g06400.1	1239-1307
LOC_Os06g06400.1	1285-1323
LOC_Os06g06400.1	1314-1340
LOC_Os06g06400.1	1342-1386
LOC_Os06g06400.1	1371-1394
LOC_Os06g06400.1	1408-1449
LOC_Os06g06400.1	1416-1487
LOC_Os06g06400.1	1400-1552
LOC_Os06g06400.1	1474-1569
LOC_Os06g06400.1	1556-1618
LOC_Os06g06400.1	1581-1658
LOC_Os06g06400.1	1640-1705
LOC_Os06g06400.1	1686-1709
LOC_Os07g12140.1	79-120
LOC_Os07g04850.1	58-117
LOC_Os02g37800.1	66-83
LOC_Os02g37800.1	108-128
LOC_Os07g12140.2	79-120
LOC_Os07g12140.2	23-277
LOC_Os07g12140.2	264-284
LOC_Os07g12140.2	327-437
LOC_Os07g12140.2	323-526
LOC_Os07g12140.2	527-559
LOC_Os07g04850.2	45-104
LOC_Os07g04850.2	118-135
LOC_Os03g62040.1	61-156
LOC_Os03g62040.1	117-224
LOC_Os03g62040.1	8-250
LOC_Os03g62040.1	276-371
LOC_Os03g62040.1	217-381
LOC_Os03g62040.1	372-392
LOC_Os03g62040.1	393-494
LOC_Os03g62040.1	470-571
LOC_Os03g62040.1	418-597
LOC_Os03g62040.1	546-671
LOC_Os03g62040.1	683-715
LOC_Os03g62040.1	722-778
LOC_Os03g62040.1	792-848
LOC_Os03g62040.1	712-885
LOC_Os03g62040.1	898-963
LOC_Os03g62040.1	876-977
LOC_Os03g62040.1	956-982
LOC_Os03g62040.1	1014-1040
LOC_Os03g62040.1	1004-1105
LOC_Os03g62040.1	1102-1140
LOC_Os03g62040.1	1044-1163
LOC_Os03g62040.1	1112-1228
LOC_Os03g62040.1	1247-1270
LOC_Os03g62040.1	1255-1275
LOC_Os03g62040.1	1167-1331
LOC_Os03g62040.1	1419-1445
LOC_Os03g62040.1	1339-1455
LOC_Os03g62040.1	1442-1480
LOC_Os03g62040.1	1471-1500
LOC_Os03g62040.1	1491-1604
LOC_Os03g62040.1	1616-1654
LOC_Os07g04850.3	48-140
LOC_Os07g04850.3	147-182
LOC_Os07g04850.3	112-192
LOC_Os07g04850.3	137-277
LOC_Os07g04850.3	290-310
LOC_Os07g04850.3	199-318
LOC_Os07g04850.3	354-392
LOC_Os07g04850.3	383-415
LOC_Os07g04850.3	419-451
LOC_Os07g04850.3	343-471
LOC_Os07g04850.3	486-548
LOC_Os07g04850.3	595-612
LOC_Os07g04850.3	552-623
LOC_Os07g04850.3	503-670
LOC_Os07g04850.3	654-701
LOC_Os06g22440.1	15-44
LOC_Os06g22440.1	45-68
LOC_Os06g22440.1	31-93
LOC_Os06g22440.1	83-118
LOC_Os06g22440.1	90-131
LOC_Os06g22440.1	94-168
LOC_Os06g22440.1	149-178
LOC_Os06g22440.1	204-221
LOC_Os10g33630.1	9-116
LOC_Os10g33630.1	19-165
LOC_Os10g33630.1	14-244
LOC_Os10g33630.1	283-300
LOC_Os06g22440.2	15-44
LOC_Os06g22440.2	45-68
LOC_Os06g22440.2	31-93
LOC_Os06g22440.2	83-118
LOC_Os06g22440.2	90-131
LOC_Os06g22440.2	94-168
LOC_Os06g22440.2	149-178
LOC_Os06g22440.2	204-221
LOC_Os11g40400.1	29-46
LOC_Os01g69290.1	11-52
LOC_Os01g69290.1	15-140
LOC_Os01g69290.1	22-225
LOC_Os01g69290.1	222-281
LOC_Os01g69290.1	241-285
LOC_Os01g69290.1	288-305
LOC_Os02g15400.1	99-119
LOC_Os02g15400.1	135-212
LOC_Os03g48310.1	11-91
LOC_Os03g48310.1	119-148
LOC_Os03g48310.1	36-152
LOC_Os03g30920.1	64-327
LOC_Os03g30920.1	279-335
LOC_Os03g30920.1	59-343
LOC_Os04g08320.1	24-161
LOC_Os04g08320.1	11-211
LOC_Os04g08320.1	19-243
LOC_Os03g64350.2	171-251
LOC_Os03g64350.2	44-340
LOC_Os01g57700.1	5-46
LOC_Os01g57700.1	31-93
LOC_Os01g57700.1	12-209
LOC_Os01g57700.1	238-270
LOC_Os01g57700.1	282-338
LOC_Os06g39680.1	21-158
LOC_Os06g39680.1	160-186
LOC_Os06g39680.1	213-293
LOC_Os06g39680.1	155-301
LOC_Os11g03240.1	2-55
LOC_Os11g03240.1	59-91
LOC_Os11g03240.1	6-128
LOC_Os11g03240.1	107-145
LOC_Os04g48484.1	34-105
LOC_Os07g09914.1	2-58
LOC_Os07g09914.1	24-239
LOC_Os05g40910.1	30-74
LOC_Os02g49710.1	6-41
LOC_Os02g49710.1	92-157
LOC_Os02g49710.1	158-187
LOC_Os02g49710.1	168-209
LOC_Os02g49710.1	223-273
LOC_Os02g49710.1	236-292
LOC_Os02g49710.1	219-308
LOC_Os02g48680.1	13-51
LOC_Os06g38115.1	31-51
LOC_Os06g37085.1	65-85
LOC_Os06g37085.1	82-123
LOC_Os06g37085.1	110-148
LOC_Os06g37085.1	169-192
LOC_Os06g37085.1	18-215
LOC_Os06g37085.1	173-268
LOC_Os06g37085.1	271-300
LOC_Os06g37085.1	290-325
LOC_Os06g37085.1	282-350
LOC_Os06g37085.1	457-483
LOC_Os06g37085.1	462-503
LOC_Os02g50820.1	59-88
LOC_Os02g50820.1	4-156
LOC_Os11g43990.1	4-63
LOC_Os04g39629.1	174-203
LOC_Os07g48760.1	100-117
LOC_Os04g35864.2	12-68
LOC_Os04g35864.2	23-115
LOC_Os04g35864.2	116-145
LOC_Os04g35864.2	158-262
LOC_Os04g35864.2	259-282
LOC_Os11g05550.1	28-48
LOC_Os11g05550.1	23-52
LOC_Os11g05550.1	62-85
LOC_Os09g34040.1	18-251
LOC_Os09g34040.1	319-342
LOC_Os05g50510.1	174-236
LOC_Os05g50510.1	35-337
LOC_Os10g39100.1	12-107
LOC_Os10g39100.1	58-162
LOC_Os10g39100.1	159-218
LOC_Os10g39100.1	178-231
LOC_Os10g39100.1	219-257
LOC_Os10g39100.1	275-325
LOC_Os05g03750.1	60-80
LOC_Os01g68580.1	6-53
LOC_Os07g43430.1	4-21
LOC_Os07g43430.1	18-113
LOC_Os07g43430.1	26-124
LOC_Os07g43430.1	97-135
LOC_Os07g43430.1	132-200
LOC_Os07g43430.1	136-228
LOC_Os07g43430.1	225-260
LOC_Os04g21340.1	21-38
LOC_Os04g21340.1	54-155
LOC_Os04g21340.1	118-162
LOC_Os11g15150.1	20-67
LOC_Os11g15150.1	13-102
LOC_Os11g15150.1	118-138
LOC_Os11g15150.1	156-188
LOC_Os11g15150.1	248-274
LOC_Os11g15150.1	302-325
LOC_Os11g15150.1	271-345
LOC_Os05g51790.1	25-78
LOC_Os11g31190.1	36-80
LOC_Os11g31190.1	84-140
LOC_Os11g31190.1	91-204
LOC_Os11g31190.1	122-208
LOC_Os03g06700.1	23-109
LOC_Os02g06190.1	35-139
LOC_Os04g39610.1	14-190
LOC_Os04g39610.1	153-260
LOC_Os04g39610.2	14-190
LOC_Os04g39610.2	153-260
LOC_Os04g39610.2	22-285
LOC_Os04g39610.2	295-378
LOC_Os04g39610.2	385-402
LOC_Os04g39610.2	212-472
LOC_Os04g39610.2	445-510
LOC_Os04g39610.2	517-546
LOC_Os04g39610.2	530-592
LOC_Os04g39610.2	604-699
LOC_Os04g39610.2	282-734
LOC_Os04g39610.2	719-751
LOC_Os04g39610.2	804-821
LOC_Os04g39610.2	811-855
LOC_Os04g39610.2	852-893
LOC_Os04g39610.2	912-953
LOC_Os11g02530.1	13-66
LOC_Os11g02530.1	35-70
LOC_Os07g07300.1	17-52
LOC_Os07g07300.1	56-94
LOC_Os07g07300.1	151-174
LOC_Os07g07300.1	161-220
LOC_Os07g07300.1	123-272
LOC_Os04g55650.1	39-56
LOC_Os04g55650.1	467-493
LOC_Os04g55650.1	567-584
LOC_Os04g55650.1	463-597
LOC_Os02g40330.1	44-124
LOC_Os02g40330.1	34-357
LOC_Os02g40330.1	285-392
LOC_Os02g40330.1	389-457
LOC_Os02g40330.1	432-551
LOC_Os02g40330.1	542-580
LOC_Os02g40330.1	577-600
LOC_Os02g40330.1	609-659
LOC_Os02g40330.1	668-742
LOC_Os02g40330.1	693-824
LOC_Os02g40330.1	773-847
LOC_Os02g40330.1	754-882
LOC_Os02g40330.1	858-1016
LOC_Os02g40330.1	953-1111
LOC_Os02g40330.1	1095-1121
LOC_Os02g40330.1	1320-1361
LOC_Os02g40330.1	1496-1525
LOC_Os02g40330.1	1486-1575
LOC_Os02g40330.1	1600-1638
LOC_Os02g40330.1	1532-1690
LOC_Os02g40330.1	1687-1704
LOC_Os02g40330.1	1539-1709
LOC_Os02g40330.1	1697-1717
LOC_Os02g40330.1	1730-1747
LOC_Os02g40330.1	1740-1757
LOC_Os02g40330.1	1788-1814
LOC_Os02g40330.1	1811-1849
LOC_Os02g40330.1	1865-1915
LOC_Os02g40330.1	1777-2088
LOC_Os02g40330.1	2076-2117
LOC_Os02g40330.1	2190-2222
LOC_Os02g40330.1	2090-2239
LOC_Os02g40330.1	2251-2298
LOC_Os02g40330.1	2288-2308
LOC_Os02g40330.1	2305-2322
LOC_Os02g40330.1	2232-2339
LOC_Os02g40330.1	2336-2377
LOC_Os02g40330.1	2397-2456
LOC_Os02g40330.1	2362-2505
LOC_Os02g40330.1	2447-2521
LOC_Os02g40330.1	2515-2568
LOC_Os02g40330.1	2569-2640
LOC_Os02g40330.1	2729-2749
LOC_Os02g40330.1	2680-2805
LOC_Os02g40330.1	2777-2824
LOC_Os02g40330.1	2799-2861
LOC_Os02g40330.1	2921-2944
LOC_Os02g40330.1	2821-2958
LOC_Os02g40330.1	2981-3019
LOC_Os02g40330.1	2946-3029
LOC_Os02g40330.1	3303-3548
LOC_Os02g40330.1	3570-3599
LOC_Os02g40330.1	3677-3697
LOC_Os02g40330.1	3658-3708
LOC_Os02g40330.1	3654-3725
LOC_Os02g40330.1	3709-3774
LOC_Os02g40330.1	3749-3841
LOC_Os02g40330.1	3847-3876
LOC_Os02g40330.1	3873-3908
LOC_Os02g40330.1	3910-3942
LOC_Os02g40330.1	3860-3952
LOC_Os02g40330.1	3936-3959
LOC_Os02g40330.1	3986-4009
LOC_Os02g40330.1	4018-4074
LOC_Os04g55650.2	39-56
LOC_Os04g55650.2	467-493
LOC_Os04g55650.2	567-584
LOC_Os04g55650.2	463-597
LOC_Os10g35050.1	48-86
LOC_Os10g35050.1	13-165
LOC_Os02g40330.2	44-124
LOC_Os02g40330.2	34-357
LOC_Os02g40330.2	285-392
LOC_Os02g40330.2	454-486
LOC_Os02g40330.2	389-532
LOC_Os02g40330.2	511-570
LOC_Os02g40330.2	432-575
LOC_Os02g40330.2	533-604
LOC_Os02g40330.2	693-713
LOC_Os02g40330.2	644-769
LOC_Os02g40330.2	741-788
LOC_Os02g40330.2	763-825
LOC_Os02g40330.2	885-908
LOC_Os02g40330.2	785-922
LOC_Os02g40330.2	945-983
LOC_Os02g40330.2	910-993
LOC_Os02g40330.2	1267-1512
LOC_Os02g40330.2	1534-1563
LOC_Os02g40330.2	1641-1661
LOC_Os02g40330.2	1622-1672
LOC_Os02g40330.2	1618-1689
LOC_Os02g40330.2	1673-1738
LOC_Os02g40330.2	1713-1805
LOC_Os02g40330.2	1811-1840
LOC_Os02g40330.2	1837-1872
LOC_Os02g40330.2	1874-1906
LOC_Os02g40330.2	1824-1916
LOC_Os02g40330.2	1900-1923
LOC_Os02g40330.2	1950-1973
LOC_Os02g40330.2	1982-2038
LOC_Os07g23340.1	31-120
LOC_Os02g47970.1	2-103
LOC_Os02g47970.1	261-278
LOC_Os02g47970.1	257-298
LOC_Os06g48570.1	99-131
LOC_Os06g48570.1	159-179
LOC_Os06g48570.1	143-190
LOC_Os06g48570.1	197-256
LOC_Os06g48570.1	204-281
LOC_Os06g48570.1	73-312
LOC_Os06g48570.1	328-354
LOC_Os06g48570.1	272-379
LOC_Os06g48570.1	422-520
LOC_Os06g48570.1	459-524
LOC_Os06g48570.1	529-603
LOC_Os06g48570.1	564-638
LOC_Os06g48570.1	643-663
LOC_Os06g48570.1	672-698
LOC_Os06g48570.1	701-718
LOC_Os06g48570.1	730-804
LOC_Os06g48570.1	711-905
LOC_Os06g48570.1	912-932
LOC_Os06g48570.1	957-1016
LOC_Os06g48570.1	968-1045
LOC_Os06g48570.1	1032-1061
LOC_Os03g07980.1	45-62
LOC_Os03g07980.1	13-78
LOC_Os03g07980.1	75-104
LOC_Os09g16260.1	31-54
LOC_Os04g49210.1	21-50
LOC_Os04g42444.1	1-21
LOC_Os04g42444.1	38-61
LOC_Os04g42444.1	58-84
LOC_Os04g42444.1	134-163
LOC_Os02g26600.1	4-27
LOC_Os02g26600.1	63-116
LOC_Os02g26600.1	113-139
